index,case_id,slice_id,pred_path,overlay_path
200,img0025,img0025_slice0071,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0025_img0025_slice0071_pred.npy,
201,img0025,img0025_slice0072,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0025_img0025_slice0072_pred.npy,
202,img0025,img0025_slice0073,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0025_img0025_slice0073_pred.npy,
203,img0025,img0025_slice0074,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0025_img0025_slice0074_pred.npy,
204,img0025,img0025_slice0075,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0025_img0025_slice0075_pred.npy,
205,img0025,img0025_slice0076,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0025_img0025_slice0076_pred.npy,
206,img0025,img0025_slice0077,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0025_img0025_slice0077_pred.npy,
207,img0025,img0025_slice0078,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0025_img0025_slice0078_pred.npy,
208,img0025,img0025_slice0079,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0025_img0025_slice0079_pred.npy,
209,img0025,img0025_slice0080,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0025_img0025_slice0080_pred.npy,
210,img0025,img0025_slice0081,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0025_img0025_slice0081_pred.npy,
211,img0025,img0025_slice0082,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0025_img0025_slice0082_pred.npy,
212,img0025,img0025_slice0083,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0025_img0025_slice0083_pred.npy,
213,img0025,img0025_slice0084,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0025_img0025_slice0084_pred.npy,
214,img0026,img0026_slice0014,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0026_img0026_slice0014_pred.npy,
215,img0026,img0026_slice0017,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0026_img0026_slice0017_pred.npy,
216,img0026,img0026_slice0035,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0026_img0026_slice0035_pred.npy,
217,img0026,img0026_slice0040,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0026_img0026_slice0040_pred.npy,
218,img0026,img0026_slice0044,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0026_img0026_slice0044_pred.npy,
219,img0026,img0026_slice0045,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0026_img0026_slice0045_pred.npy,
220,img0026,img0026_slice0046,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0026_img0026_slice0046_pred.npy,
221,img0026,img0026_slice0047,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0026_img0026_slice0047_pred.npy,
222,img0026,img0026_slice0048,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0026_img0026_slice0048_pred.npy,
223,img0026,img0026_slice0049,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0026_img0026_slice0049_pred.npy,
224,img0026,img0026_slice0050,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0026_img0026_slice0050_pred.npy,
225,img0026,img0026_slice0051,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0026_img0026_slice0051_pred.npy,
226,img0026,img0026_slice0052,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0026_img0026_slice0052_pred.npy,
227,img0026,img0026_slice0053,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0026_img0026_slice0053_pred.npy,
228,img0026,img0026_slice0054,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0026_img0026_slice0054_pred.npy,
229,img0026,img0026_slice0055,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0026_img0026_slice0055_pred.npy,
230,img0026,img0026_slice0056,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0026_img0026_slice0056_pred.npy,
231,img0026,img0026_slice0057,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0026_img0026_slice0057_pred.npy,
232,img0026,img0026_slice0058,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0026_img0026_slice0058_pred.npy,
233,img0026,img0026_slice0059,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0026_img0026_slice0059_pred.npy,
234,img0026,img0026_slice0060,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0026_img0026_slice0060_pred.npy,
235,img0026,img0026_slice0061,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0026_img0026_slice0061_pred.npy,
236,img0026,img0026_slice0062,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0026_img0026_slice0062_pred.npy,
237,img0026,img0026_slice0063,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0026_img0026_slice0063_pred.npy,
238,img0026,img0026_slice0064,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0026_img0026_slice0064_pred.npy,
239,img0026,img0026_slice0065,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0026_img0026_slice0065_pred.npy,
240,img0026,img0026_slice0066,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0026_img0026_slice0066_pred.npy,
241,img0026,img0026_slice0067,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0026_img0026_slice0067_pred.npy,
242,img0026,img0026_slice0068,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0026_img0026_slice0068_pred.npy,
243,img0026,img0026_slice0069,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0026_img0026_slice0069_pred.npy,
244,img0026,img0026_slice0070,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0026_img0026_slice0070_pred.npy,
245,img0026,img0026_slice0071,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0026_img0026_slice0071_pred.npy,
246,img0026,img0026_slice0072,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0026_img0026_slice0072_pred.npy,
247,img0026,img0026_slice0073,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0026_img0026_slice0073_pred.npy,
248,img0026,img0026_slice0074,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0026_img0026_slice0074_pred.npy,
249,img0026,img0026_slice0075,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0026_img0026_slice0075_pred.npy,
250,img0026,img0026_slice0076,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0026_img0026_slice0076_pred.npy,
251,img0026,img0026_slice0077,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0026_img0026_slice0077_pred.npy,
252,img0026,img0026_slice0078,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0026_img0026_slice0078_pred.npy,
253,img0026,img0026_slice0079,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0026_img0026_slice0079_pred.npy,
254,img0026,img0026_slice0080,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0026_img0026_slice0080_pred.npy,
255,img0026,img0026_slice0081,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0026_img0026_slice0081_pred.npy,
256,img0026,img0026_slice0082,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0026_img0026_slice0082_pred.npy,
257,img0026,img0026_slice0083,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0026_img0026_slice0083_pred.npy,
258,img0026,img0026_slice0084,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0026_img0026_slice0084_pred.npy,
259,img0026,img0026_slice0085,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0026_img0026_slice0085_pred.npy,
260,img0026,img0026_slice0086,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0026_img0026_slice0086_pred.npy,
261,img0026,img0026_slice0087,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0026_img0026_slice0087_pred.npy,
262,img0026,img0026_slice0088,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0026_img0026_slice0088_pred.npy,
263,img0026,img0026_slice0089,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0026_img0026_slice0089_pred.npy,
264,img0026,img0026_slice0090,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0026_img0026_slice0090_pred.npy,
265,img0026,img0026_slice0091,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0026_img0026_slice0091_pred.npy,
266,img0026,img0026_slice0092,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0026_img0026_slice0092_pred.npy,
267,img0026,img0026_slice0093,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0026_img0026_slice0093_pred.npy,
268,img0026,img0026_slice0094,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0026_img0026_slice0094_pred.npy,
269,img0026,img0026_slice0095,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0026_img0026_slice0095_pred.npy,
270,img0026,img0026_slice0096,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0026_img0026_slice0096_pred.npy,
271,img0026,img0026_slice0097,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0026_img0026_slice0097_pred.npy,
272,img0026,img0026_slice0098,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0026_img0026_slice0098_pred.npy,
273,img0026,img0026_slice0099,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0026_img0026_slice0099_pred.npy,
274,img0026,img0026_slice0100,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0026_img0026_slice0100_pred.npy,
275,img0026,img0026_slice0101,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0026_img0026_slice0101_pred.npy,
276,img0026,img0026_slice0102,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0026_img0026_slice0102_pred.npy,
277,img0026,img0026_slice0103,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0026_img0026_slice0103_pred.npy,
278,img0026,img0026_slice0104,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0026_img0026_slice0104_pred.npy,
279,img0026,img0026_slice0105,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0026_img0026_slice0105_pred.npy,
280,img0026,img0026_slice0106,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0026_img0026_slice0106_pred.npy,
281,img0026,img0026_slice0107,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0026_img0026_slice0107_pred.npy,
282,img0026,img0026_slice0108,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0026_img0026_slice0108_pred.npy,
283,img0026,img0026_slice0109,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0026_img0026_slice0109_pred.npy,
284,img0026,img0026_slice0110,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0026_img0026_slice0110_pred.npy,
285,img0026,img0026_slice0111,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0026_img0026_slice0111_pred.npy,
286,img0026,img0026_slice0112,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0026_img0026_slice0112_pred.npy,
287,img0026,img0026_slice0113,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0026_img0026_slice0113_pred.npy,
288,img0026,img0026_slice0114,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0026_img0026_slice0114_pred.npy,
289,img0026,img0026_slice0115,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0026_img0026_slice0115_pred.npy,
290,img0026,img0026_slice0116,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0026_img0026_slice0116_pred.npy,
291,img0026,img0026_slice0117,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0026_img0026_slice0117_pred.npy,
292,img0026,img0026_slice0118,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0026_img0026_slice0118_pred.npy,
293,img0026,img0026_slice0119,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0026_img0026_slice0119_pred.npy,
294,img0026,img0026_slice0120,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0026_img0026_slice0120_pred.npy,
295,img0026,img0026_slice0121,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0026_img0026_slice0121_pred.npy,
296,img0026,img0026_slice0122,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0026_img0026_slice0122_pred.npy,
297,img0026,img0026_slice0123,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0026_img0026_slice0123_pred.npy,
298,img0028,img0028_slice0004,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0028_img0028_slice0004_pred.npy,
299,img0028,img0028_slice0017,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0028_img0028_slice0017_pred.npy,
300,img0028,img0028_slice0020,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0028_img0028_slice0020_pred.npy,
301,img0028,img0028_slice0025,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0028_img0028_slice0025_pred.npy,
302,img0028,img0028_slice0036,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0028_img0028_slice0036_pred.npy,
303,img0028,img0028_slice0037,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0028_img0028_slice0037_pred.npy,
304,img0028,img0028_slice0038,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0028_img0028_slice0038_pred.npy,
305,img0028,img0028_slice0039,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0028_img0028_slice0039_pred.npy,
306,img0028,img0028_slice0040,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0028_img0028_slice0040_pred.npy,
307,img0028,img0028_slice0041,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0028_img0028_slice0041_pred.npy,
308,img0028,img0028_slice0042,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0028_img0028_slice0042_pred.npy,
309,img0028,img0028_slice0043,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0028_img0028_slice0043_pred.npy,
310,img0028,img0028_slice0044,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0028_img0028_slice0044_pred.npy,
311,img0028,img0028_slice0045,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0028_img0028_slice0045_pred.npy,
312,img0028,img0028_slice0046,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0028_img0028_slice0046_pred.npy,
313,img0028,img0028_slice0047,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0028_img0028_slice0047_pred.npy,
314,img0028,img0028_slice0048,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0028_img0028_slice0048_pred.npy,
315,img0028,img0028_slice0049,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0028_img0028_slice0049_pred.npy,
316,img0028,img0028_slice0050,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0028_img0028_slice0050_pred.npy,
317,img0028,img0028_slice0051,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0028_img0028_slice0051_pred.npy,
318,img0028,img0028_slice0052,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0028_img0028_slice0052_pred.npy,
319,img0028,img0028_slice0053,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0028_img0028_slice0053_pred.npy,
320,img0028,img0028_slice0054,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0028_img0028_slice0054_pred.npy,
321,img0028,img0028_slice0055,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0028_img0028_slice0055_pred.npy,
322,img0028,img0028_slice0056,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0028_img0028_slice0056_pred.npy,
323,img0028,img0028_slice0057,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0028_img0028_slice0057_pred.npy,
324,img0028,img0028_slice0058,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0028_img0028_slice0058_pred.npy,
325,img0028,img0028_slice0059,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0028_img0028_slice0059_pred.npy,
326,img0028,img0028_slice0060,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0028_img0028_slice0060_pred.npy,
327,img0028,img0028_slice0061,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0028_img0028_slice0061_pred.npy,
328,img0028,img0028_slice0062,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0028_img0028_slice0062_pred.npy,
329,img0028,img0028_slice0063,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0028_img0028_slice0063_pred.npy,
330,img0028,img0028_slice0064,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0028_img0028_slice0064_pred.npy,
331,img0028,img0028_slice0065,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0028_img0028_slice0065_pred.npy,
332,img0028,img0028_slice0066,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0028_img0028_slice0066_pred.npy,
333,img0028,img0028_slice0067,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0028_img0028_slice0067_pred.npy,
334,img0028,img0028_slice0068,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0028_img0028_slice0068_pred.npy,
335,img0028,img0028_slice0069,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0028_img0028_slice0069_pred.npy,
336,img0028,img0028_slice0070,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0028_img0028_slice0070_pred.npy,
337,img0028,img0028_slice0071,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0028_img0028_slice0071_pred.npy,
338,img0028,img0028_slice0072,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0028_img0028_slice0072_pred.npy,
339,img0028,img0028_slice0073,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0028_img0028_slice0073_pred.npy,
340,img0028,img0028_slice0074,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0028_img0028_slice0074_pred.npy,
341,img0028,img0028_slice0075,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0028_img0028_slice0075_pred.npy,
